,Siruta,Localitate,Judet,Populatie,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica
2498,145667,Seica Mare,SB,4760,562530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,145738,Seica Mica,SB,1853,0.0,0.0,2768240.0,0.0,0.0,0.0,0.0,1649965.0,0.0
2500,145765,Sura Mare,SB,4565,498302.0,356576.0,1816736.0,0.0,0.0,330335.0,1446015.0,0.0,2045244.0
2501,145792,Sura Mica,SB,3048,180549664.0,1794323.0,107842651.0,1059862.0,0.0,18732262.0,0.0,0.0,0.0
2502,145827,Oras Talmaciu,SB,8170,7183968.0,33164407.0,51800619.0,1250493.0,0.0,284546993.0,0.0,55373.0,0.0
2503,145907,Tilisca,SB,1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2504,145934,Turnu Rosu,SB,2423,2694058.0,0.0,146716.0,0.0,0.0,0.0,0.0,92000.0,0.0
2505,145961,Valea Viilor,SB,2254,0.0,0.0,0.0,0.0,0.0,5574824.0,0.0,0.0,0.0
2506,145998,Vurpar,SB,2885,311112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2507,146012,Alma,SB,1982,293066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2508,146021,Boita,SB,1681,21380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2509,146263,Municipiul Suceava,SV,116666,195185854.0,87128229.0,262435805.0,1856055.0,1065562.0,16082703.0,1258679.0,20796613.0,29655975.0
2510,146281,Ipotesti,SV,7242,1926714.0,0.0,758544.0,0.0,0.0,0.0,0.0,2841609.0,0.0
2511,146325,Mitocu Dragomirnei,SV,5145,573.0,4808173.0,545634.0,0.0,0.0,0.0,1184.0,0.0,0.0
2512,146370,Oras Salcea,SV,10489,0.0,37482.0,890749.0,0.0,0.0,2352487.0,0.0,20028.0,0.0
2513,146432,Scheia,SV,10958,52525789.0,1881418.0,418557.0,0.0,0.0,70167771.0,962605.0,15341485.0,2937575.0
2514,146502,Municipiul Campulung Moldovenesc,SV,20158,62215215.0,7037561.0,12327615.0,0.0,0.0,10120024.0,0.0,2809061.0,0.0
2515,146539,Municipiul Falticeni,SV,31612,52351343.0,16872207.0,41982443.0,4090651.0,0.0,0.0,0.0,1910727.0,1896692.0
2516,146584,Oras Gura Humorului,SV,17074,31320187.0,13561090.0,37342151.0,7184.0,0.0,0.0,2846086.0,1402017.0,0.0
2517,146628,Municipiul Radauti,SV,33227,43655507.0,3835601.0,1336068741.0,284504294.0,0.0,0.0,29592.0,27785086.0,75203083.0
2518,146655,Oras Siret,SV,9732,1589635.0,4543378.0,4574649.0,3084820.0,0.0,0.0,0.0,692772.0,668849.0
2519,146708,Oras Solca,SV,2630,0.0,0.0,1813200.0,0.0,0.0,0.0,0.0,0.0,0.0
2520,146744,Municipiul Vatra Dornei,SV,17186,133786207.0,607655.0,22322042.0,0.0,0.0,0.0,0.0,284357.0,0.0
2521,146799,Adancata,SV,4355,538669.0,27755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,146860,Arbore,SV,7555,2010484.0,0.0,125247.0,0.0,0.0,0.0,37343.0,9629.0,0.0
2523,146904,Baia,SV,7485,50013.0,0.0,4299185.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,146931,Oras Milisauti,SV,5466,878644.0,23228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,146995,Balcauti,SV,3169,0.0,0.0,837608.0,0.0,0.0,0.0,0.0,0.0,0.0
2526,147036,Bilca,SV,3889,935848.0,0.0,2693415.0,0.0,0.0,0.0,0.0,0.0,0.0
2527,147054,Bogdanesti,SV,4159,498612.0,0.0,25783850.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,147072,Boroaia,SV,4794,3178869.0,0.0,10030300.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,147134,Bosanci,SV,7795,59320.0,911617.0,137867.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,147161,Botosana,SV,2622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,147205,Breaza,SV,1607,0.0,0.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0
2532,147241,Brodina,SV,3984,0.0,0.0,53078123.0,0.0,0.0,0.0,0.0,0.0,0.0
2533,147358,Oras Brosteni,SV,6509,1448198.0,0.0,22212248.0,0.0,0.0,0.0,0.0,2186809.0,0.0
2534,147465,Bunesti,SV,2769,87595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2535,147526,Cacica,SV,4394,19427306.0,0.0,10702780.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,147580,Calafindesti,SV,2982,466091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,147633,Oras Cajvana,SV,9471,0.0,0.0,13561025.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,147660,Ilisesti,SV,2907,610725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2539,147713,Carlibaba,SV,1935,0.0,0.0,414513.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,147786,Cornu Luncii,SV,7389,27468798.0,0.0,23913955.0,0.0,0.0,0.0,0.0,1123636.0,0.0
2541,147884,Crucea,SV,2101,0.0,0.0,215170.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,147937,Darmanesti,SV,5897,8063786.0,1154782.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,148006,Oras Dolhasca,SV,11465,2442700.0,0.0,8065.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,148097,Dolhesti,SV,3837,1851872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,148131,Dorna-Arini,SV,2913,2661149.0,0.0,21590608.0,0.0,0.0,0.0,0.0,202553.0,0.0
2546,148202,Dorna Candrenilor,SV,3071,182129762.0,0.0,14025225.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,148293,Dornesti,SV,4840,694888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,148328,Dragoiesti,SV,2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,148382,Draguseni,SV,2628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,148426,Dumbraveni,SV,9658,14692161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2551,148453,Fantanele,SV,4769,18696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2552,148514,Forasti,SV,4702,4078401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,148612,Oras Frasin,SV,6635,0.0,0.0,9595000.0,0.0,153024.0,0.0,0.0,44977.0,0.0
2554,148667,Fratautii Noi,SV,5885,660417.0,0.0,159055.0,0.0,0.0,0.0,0.0,2949807.0,0.0
2555,148694,Fratautii Vechi,SV,5322,2104437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,148729,Frumosu,SV,3496,1413420.0,0.0,7709826.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,148765,Fundu Moldovei,SV,4050,177652.0,2794.0,8405534.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,148872,Galanesti,SV,2851,6021267.0,0.0,10686132.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,148916,Gramesti,SV,2992,109859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,148970,Granicesti,SV,5643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,149049,Horodniceni,SV,3686,6776846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,149101,Horodnic De Jos,SV,2458,69915229.0,0.0,0.0,0.0,0.0,0.0,0.0,21099.0,0.0
2563,149138,Iacobeni,SV,2153,17462.0,0.0,2547669.0,0.0,0.0,0.0,0.0,0.0,0.0
2564,149183,Izvoarele Sucevei,SV,2235,0.0,0.0,2655430.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,149227,Oras Liteni,SV,10359,1019485.0,0.0,1912377.0,0.0,0.0,0.0,0.0,0.0,0.0
2566,149290,Marginea,SV,11061,845394.0,1686.0,22444979.0,0.0,107403.0,0.0,0.0,504873.0,0.0
2567,149316,Malini,SV,7842,2197812.0,0.0,17318644.0,0.0,0.0,0.0,0.0,6421987.0,0.0
2568,149370,Manastirea Humorului,SV,3732,0.0,0.0,2172272.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,149414,Moara,SV,5546,986334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5927629.0
2570,149502,Moldova-Sulita,SV,2075,0.0,0.0,2084247.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,149539,Moldovita,SV,5261,449989.0,0.0,18066284.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,149584,Musenita,SV,1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,149655,Ostra,SV,3176,0.0,0.0,3336811.0,0.0,0.0,0.0,0.0,0.0,0.0
2574,149682,Panaci,SV,2294,0.0,0.0,2398959.0,0.0,0.0,0.0,0.0,0.0,0.0
2575,149753,Paltinoasa,SV,6019,1861339.0,0.0,5110919.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,149780,Partestii De Jos,SV,2797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,149833,Patrauti,SV,5381,0.0,215575.0,199691.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,149851,Poiana Stampei,SV,2307,0.0,0.0,13891610.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,149931,Pojorata,SV,3007,3244826.0,0.0,8159310.0,0.0,0.0,0.0,0.0,6757.0,0.0
2580,149968,Preutesti,SV,7113,0.0,0.0,232827.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,150043,Putna,SV,3891,0.0,0.0,4471124.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,150070,Radaseni,SV,4229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62250.0,0.0
2583,150114,Rasca,SV,5168,0.0,0.0,14832188.0,0.0,0.0,0.0,0.0,521882.0,0.0
2584,150178,Sadova,SV,2508,418362.0,0.0,20203924.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,150196,Satu Mare,SV,4614,227657.0,0.0,2480681.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,150221,Siminicea,SV,2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,150258,Slatina,SV,5601,0.0,0.0,24956936.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,150294,Straja,SV,5914,0.0,0.0,1874719.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,150310,Stroiesti,SV,3356,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2590,150356,Stulpicani,SV,6096,0.0,0.0,16629475.0,0.0,0.0,0.0,0.0,0.0,0.0
2591,150418,Sucevita,SV,3173,393626.0,0.0,37093447.0,0.0,0.0,0.0,0.0,218740.0,0.0
2592,150445,Saru Dornei,SV,4240,987908.0,0.0,38905828.0,0.0,0.0,0.0,0.0,414256.0,0.0
2593,150524,Todiresti,SV,5370,23566.0,0.0,262574.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,150588,Udesti,SV,7970,298222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,150702,Ulma,SV,2282,95854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,150766,Vadu Moldovei,SV,4564,819052.0,0.0,0.0,0.0,0.0,0.0,0.0,3058155.0,0.0
2597,150891,Valea Moldovei,SV,4458,0.0,0.0,805981.0,0.0,0.0,0.0,0.0,0.0,0.0
2598,150935,Vama,SV,6189,1317992.0,0.0,22806111.0,0.0,0.0,0.0,0.0,831.0,0.0
2599,150980,Vatra Moldovitei,SV,4461,323.0,0.0,12319712.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,151022,Veresti,SV,7428,22612.0,0.0,0.0,0.0,0.0,104326.0,0.0,0.0,0.0
2601,151077,Vicovu De Jos,SV,6522,0.0,12179127.0,72853.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,151095,Oras Vicovu De Sus,SV,16176,6133311.0,83864998.0,13260423.0,0.0,0.0,0.0,0.0,100380.0,0.0
2603,151120,Volovat,SV,5711,296554.0,85456.0,5339475.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,151157,Vulturesti,SV,3597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605,151246,Zamostea,SV,3111,0.0,0.0,8861.0,0.0,0.0,0.0,0.0,0.0,0.0
2606,151344,Zvoristea,SV,6130,2702015.0,0.0,0.0,0.0,0.0,0.0,0.0,192845.0,0.0
2607,151433,Comanesti,SV,2377,0.0,0.0,4426753.0,0.0,0.0,0.0,0.0,0.0,0.0
2608,151442,Iaslovat,SV,4420,1934257.0,0.0,0.0,0.0,0.0,0.0,0.0,203518.0,0.0
2609,151451,Ciocanesti,SV,1448,110813.0,0.0,880743.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,151460,Serbauti,SV,3272,78636.0,0.0,0.0,17151.0,0.0,0.0,0.0,0.0,0.0
2611,151479,Horodnic De Sus,SV,5247,817208.0,0.0,7414589.0,0.0,0.0,0.0,0.0,0.0,0.0
2612,151488,Fantana Mare,SV,2609,9011108.0,2266759.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
2613,151497,Cosna,SV,1502,0.0,0.0,2676661.0,0.0,0.0,0.0,0.0,0.0,0.0
2614,151503,Capu Campului,SV,2489,0.0,0.0,335068.0,0.0,0.0,0.0,0.0,0.0,0.0
2615,151512,Hantesti,SV,3967,0.0,0.0,73018.0,0.0,0.0,0.0,0.0,0.0,0.0
2616,151521,Burla,SV,2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2617,151530,Balaceana,SV,1542,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2618,151549,Hartop,SV,2609,0.0,24385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2619,151558,Voitinel,SV,4927,0.0,10892.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0
2620,151567,Ciprian Porumbescu,SV,2168,0.0,0.0,40991.0,0.0,0.0,0.0,0.0,0.0,0.0
2621,151576,Berchisesti,SV,2951,53841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2622,151585,Poieni-Solca,SV,2132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623,151683,Municipiul Turnu Magurele,TR,30014,10245616.0,89566097.0,319654.0,132919718.0,0.0,0.0,3000.0,880842.0,1395731.0
2624,151709,Ciuperceni,TR,1550,12453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2625,151736,Islaz,TR,5296,0.0,0.0,84580.0,0.0,0.0,0.0,0.0,0.0,0.0
2626,151763,Lita,TR,2613,156114.0,0.0,29153.0,0.0,0.0,0.0,0.0,0.0,0.0
2627,151790,Municipiul Alexandria,TR,52135,52675669.0,4344668.0,8610130.0,528653.0,0.0,304114054.0,203443.0,1677822.0,1162727.0
2628,151816,Nanov,TR,3576,41793662.0,1376.0,335312.0,0.0,0.0,0.0,0.0,0.0,0.0
2629,151834,Poroschia,TR,4538,3865569.0,0.0,1429161.0,0.0,17510.0,0.0,0.0,0.0,0.0
2630,151870,Municipiul Rosiori De Vede,TR,32637,21059038.0,16979595.0,12011153.0,33078.0,0.0,571672.0,0.0,741018.0,85960.0
2631,151905,Oras Videle,TR,11765,6361781.0,0.0,0.0,0.0,0.0,0.0,0.0,5841.0,0.0
2632,151932,Crevenicu,TR,1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2633,151978,Oras Zimnicea,TR,15445,41201466.0,5140730.0,0.0,259721514.0,8103215.0,0.0,0.0,9105111.0,61865760.0
2634,151996,Balaci,TR,1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2635,152038,Babaita,TR,2962,15330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2636,152083,Blejesti,TR,3842,30309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,152127,Bogdana,TR,2215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2638,152172,Botoroaga,TR,5101,77316.0,0.0,293551.0,0.0,0.0,0.0,0.0,0.0,0.0
2639,152234,Bragadiru,TR,3849,18011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,152252,Branceni,TR,2775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2641,152270,Bujoreni,TR,1014,0.0,0.0,427256.0,0.0,0.0,0.0,0.0,0.0,0.0
2642,152314,Bujoru,TR,1954,31149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2643,152332,Buzescu,TR,4398,59370.0,0.0,0.0,0.0,0.0,0.0,0.0,939298.0,0.0
2644,152350,Calinesti,TR,3151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20792.0,0.0
2645,152412,Calmatuiu,TR,1892,26589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,152467,Calmatuiu De Sus,TR,2183,10219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,152500,Cervenia,TR,2939,689485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,152528,Ciolanesti,TR,2732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2649,152564,Contesti,TR,3217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650,152582,Cosmesti,TR,2590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2651,152617,Crangeni,TR,2808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786473.0,0.0
2652,152662,Crangu,TR,1458,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,152724,Didesti,TR,1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390708.0,0.0
2654,152760,Dobrotesti,TR,4444,1245530.0,0.0,12245.0,0.0,0.0,0.0,0.0,0.0,0.0
2655,152797,Dracsenei,TR,1774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2656,152868,Draganesti De Vede,TR,2131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2657,152902,Draganesti-Vlasca,TR,4174,2815540.0,0.0,0.0,0.0,0.0,0.0,0.0,126922.0,0.0
2658,152948,Furculesti,TR,3396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2659,152993,Frumoasa,TR,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,153026,Galateni,TR,2704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2661,153062,Gratia,TR,2673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2662,153106,Izvoarele,TR,2441,2436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2663,153124,Lisa,TR,2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2664,153151,Lunca,TR,3474,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2665,153204,Mavrodin,TR,2441,34330.0,1573204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666,153240,Magura,TR,2686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2667,153277,Maldaeni,TR,4219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,153295,Mereni,TR,2859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,153339,Marzanesti,TR,3708,665845.0,0.0,0.0,0.0,0.0,0.0,0.0,784189.0,0.0
2670,153384,Mosteni,TR,1486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2671,153400,Nasturelu,TR,2654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,153437,Necsesti,TR,1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,153473,Olteni,TR,3171,19802844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,153507,Orbeasca,TR,7504,613974.0,0.0,12150.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,153543,Peretu,TR,7126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2676,153561,Piatra,TR,3127,1479493.0,606287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,153589,Pietrosani,TR,2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,153605,Plosca,TR,5746,1149528.0,10074487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2679,153623,Plopii-Slavitesti,TR,2488,0.0,0.0,612211.0,309588.0,0.0,0.0,0.0,0.0,0.0
2680,153696,Poeni,TR,2947,4377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2681,153776,Vitanesti,TR,2804,0.0,2514167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,153829,Putineiu,TR,2091,889646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683,153865,Radoiesti,TR,2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2684,153909,Rasmiresti,TR,843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2685,153936,Salcia,TR,2669,0.0,128358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2686,153972,Saceni,TR,1234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,154013,Scrioastea,TR,3879,0.0,56472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,154068,Scurtu Mare,TR,1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2689,154139,Seaca,TR,2383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690,154166,Sfintesti,TR,1164,1178085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2691,154184,Segarcea-Vale,TR,3044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2692,154228,Silistea,TR,2335,0.0,0.0,49254.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,154282,Silistea-Gumesti,TR,2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2694,154308,Sarbeni,TR,1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2695,154344,Slobozia Mandra,TR,1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2696,154380,Smardioasa,TR,2427,0.0,0.0,27752.0,0.0,0.0,0.0,0.0,0.0,0.0
2697,154415,Stejaru,TR,1792,0.0,0.0,240468.0,0.0,0.0,0.0,0.0,0.0,0.0
2698,154460,Suhaia,TR,2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2699,154497,Storobaneasa,TR,3147,646110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,154521,Talpa,TR,1870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2701,154585,Tatarastii De Jos,TR,3461,7890363.0,0.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0
2702,154665,Tatarastii De Sus,TR,3042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2703,154709,Toporu,GR,1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704,154736,Traian,TR,1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,154754,Trivalea-Mosteni,TR,2662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2706,154790,Troianul,TR,2886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2707,154834,Tiganesti,TR,5011,70005.0,110220.0,0.0,0.0,0.0,0.0,0.0,144364.0,2471.0
2708,154852,Vedea,TR,2904,0.0,0.0,0.0,12815.0,0.0,0.0,0.0,0.0,0.0
2709,154914,Viisoara,TR,1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710,154932,Vartoape,TR,2752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711,154978,Zambreasca,TR,1410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2712,154996,Nenciulesti,TR,2370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,155083,Beciu,TR,1630,0.0,0.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0
2714,155092,Beuca,TR,1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2715,155109,Dracea,TR,1623,2589804.0,0.0,75497.0,0.0,0.0,0.0,0.0,0.0,0.0
2716,155118,Fantanele,TR,1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2717,155127,Frasinet,TR,2444,0.0,0.0,0.0,0.0,0.0,52500.0,0.0,0.0,0.0
2718,155136,Purani,TR,1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2719,155145,Saelele,TR,2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2720,155154,Uda-Clocociov,TR,1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2721,155243,Municipiul Timisoara,TM,333210,1098326678.0,769581814.0,268430405.0,725721182.0,24492766.0,5534893129.0,1461606930.0,53068543.0,789319501.0
2722,155261,Dumbravita,TM,8383,32834444.0,34073057.0,218801.0,0.0,0.0,4230215.0,2382444.0,93435800.0,1766609.0
2723,155289,Ghiroda,TM,6692,5617321.0,25256604.0,18899862.0,252277315.0,0.0,1506416822.0,89555595.0,1264020.0,20453762.0
2724,155314,Giroc,TM,11148,19038895.0,190425017.0,25562082.0,55353396.0,5068105.0,55474104.0,14135578.0,24815481.0,3499194.0
2725,155350,Municipiul Lugoj,TM,47737,29810618.0,470996823.0,72248503.0,6813864.0,0.0,15992009.0,7450988.0,126092959.0,702822.0
2726,155403,Oras Buzias,TM,8372,0.0,15467995.0,80283.0,0.0,126307210.0,0.0,0.0,415156.0,3953585.0
2727,155458,Oras Deta,TM,7642,445049.0,18100798.0,648485.0,0.0,79048934.0,119552.0,0.0,0.0,0.0
2728,155494,Oras Jimbolia,TM,13622,26153904.0,6629882.0,123479.0,0.0,0.0,571154069.0,73151719.0,0.0,0.0
2729,155528,Oras Sannicolau Mare,TM,14697,7299147.0,47822540.0,36766093.0,0.0,0.0,1303047581.0,0.0,0.0,1213447.0
2730,155546,Balint,TM,1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2731,155591,Banloc,TM,3064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,155662,Bara,TM,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2733,155724,Beba Veche,TM,1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395514.0
2734,155760,Becicherecu Mic,TM,3166,4763477.0,0.0,0.0,0.0,0.0,0.0,262447.0,2604724.0,0.0
2735,155797,Belint,TM,2599,697577.0,897367.0,1834149.0,0.0,0.0,0.0,0.0,0.0,0.0
2736,155840,Bethausen,TM,2803,0.0,13179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2737,155911,Biled,TM,4049,136771.0,0.0,0.0,0.0,0.0,19623662.0,0.0,0.0,0.0
